"Group","Year","estimate","conf.low","conf.high","n_stocks","fraction","Abundance_Index","Upper_Bound","Lower_Bound"
"turtle",1994,-0.362924481315965,-0.517247149098767,-0.209134811816927,135,0.444078947368421,0.768847150544309,0.89666457869035,0.658898510970261
"turtle",1995,-0.319990918601396,-0.474928924452198,-0.16201810155722,131,0.430921052631579,0.802575353102017,0.939923572010453,0.687380325708436
"turtle",1996,-0.411190855054234,-0.569662252650662,-0.249244109072098,144,0.473684210526316,0.732619019821222,0.861411702587639,0.625251778673387
"turtle",1997,-0.408836688684651,-0.565659162463748,-0.246365676116804,147,0.483552631578947,0.734345758597099,0.863894790406905,0.627759734370256
"turtle",1998,-0.361826228225709,-0.508787812058008,-0.203461360204245,149,0.490131578947368,0.769692003149402,0.901766220063776,0.66449599768374
"turtle",1999,-0.361034323532246,-0.505285567496548,-0.187097539390001,145,0.476973684210526,0.770301767264884,0.916643957229219,0.666827305199344
"turtle",2000,-0.22512426993056,-0.373586228407073,-0.0638272198233613,143,0.470394736842105,0.882441411363087,1.03689862689259,0.760693440309487
"turtle",2001,-0.281488664416391,-0.432586940203976,-0.123223971318563,149,0.490131578947368,0.834078900439468,0.977103610269041,0.717110344996052
"turtle",2002,-0.148280460756791,-0.29515108466842,0.0267746170046199,148,0.486842105263158,0.952925004455441,1.13523083052383,0.822760855971553
"turtle",2003,-0.12805529337952,-0.272492673039542,0.0268557377375444,154,0.506578947368421,0.972394293314628,1.13532292501617,0.841616118579286
"turtle",2004,-0.143011654287835,-0.309732065258429,0.0215739416630285,149,0.490131578947368,0.957959031896005,1.12934218926471,0.810851233887646
"turtle",2005,-0.0866801394549869,-0.241449522005113,0.0727663449757593,146,0.480263157894737,1.0134711782909,1.18866132048947,0.868152287012757
"turtle",2006,-0.0357845779632268,-0.186427594777346,0.13129050050138,171,0.5625,1.06638754485787,1.26030264764329,0.917258263662754
"turtle",2007,0.00357270094574036,-0.14626783562325,0.164635523461573,160,0.526315789473684,1.10919451429635,1.30303598086199,0.954844816552786
"turtle",2008,-0.0171179240956697,-0.173643063384218,0.139230614485331,138,0.453947368421053,1.08648038162876,1.27034942782621,0.929060261489067
"turtle",2009,-0.0547159502522572,-0.207251760865296,0.111218149903097,148,0.486842105263158,1.04638926000295,1.23525760832483,0.898354634509762
"turtle",2010,-0.00536894286080676,-0.160550954723038,0.168210202718833,149,0.490131578947368,1.0993207018808,1.30770225179627,0.94130359000047
"turtle",2011,-0.0623870277744839,-0.225384128675859,0.107724268271281,111,0.365131578947368,1.03839303591022,1.23094929520728,0.882212131036669
"turtle",2012,-0.00121681701343967,-0.169158506894379,0.165581329972158,101,0.332236842105263,1.10389470913713,1.3042689837754,0.933236040975335
"turtle",2013,-0.0246764203601835,-0.181245792472096,0.146239851147552,88,0.289473684210526,1.0782991814581,1.27928488639869,0.922023650631526
"turtle",2014,-0.077593599548201,-0.252972171834899,0.0984290176289698,83,0.273026315789474,1.02272209033736,1.2195603266411,0.858206284408386
"turtle",2015,-0.103399972023256,-0.286277045014528,0.0839587172471287,82,0.269736842105263,0.996666983012693,1.20203999035883,0.830094560097223
"turtle",2016,-0.171157681891551,-0.347962517380955,0.0203736728602917,74,0.243421052631579,0.931372202506158,1.12798748823265,0.780437101889216
"turtle",2017,-0.312460437607312,-0.504917392849727,-0.128225703704222,82,0.269736842105263,0.808641945053831,0.972228601405573,0.667072859307551
"turtle",2018,-0.284751090722319,-0.478946459906055,-0.101771378448187,52,0.171052631578947,0.831362213398659,0.998291470913936,0.684624290820558
"turtle",2019,-0.175242122252676,-0.380747362912621,0.0339575755739044,43,0.141447368421053,0.927575826604292,1.1434145028494,0.755265470672613
"turtle",2020,-0.190962877400521,-0.426170271392295,0.0871064437645405,17,0.055921052631579,0.913107657399241,1.20582964478028,0.721726599229617
"turtle",2021,-0.243023098702963,-0.524953147443723,0.0526032817183105,10,0.0328947368421053,0.866787257075047,1.16493427588867,0.653840553470741
"turtle",2022,-0.250126181434092,-0.619032746910223,0.11841556342303,1,0.00328947368421053,0.860652210145378,1.24418033991159,0.595132410970516
